name,email,phone,bio_url,img_url,city,state,population,city_site_url,next_election
Sam Weaver,weavers@bouldercolorado.gov,303-416-6130,https://bouldercolorado.gov/city-council/council-member-sam-weaver,https://i2.wp.com/secure.usmayors.org/mayorphotos/Weaver_Sam!54813.jpg?w=1100&ssl=1,Boulder,CO, 107353,http://www.bouldercolorado.gov,2021-12-01
John Gates,john.gates@greeleygov.com,970-350-9772,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gates_John!53982.jpg?w=1100&ssl=1,Greeley,CO, 107348,http://greeleygov.com,2021-11-02
Brian J. Bagley,brian.bagley@ci.longmont.co.us,303-651-8602,https://www.longmontcolorado.gov/Home/Components/StaffDirectory/StaffDirectory/13/634,https://i1.wp.com/secure.usmayors.org/mayorphotos/Bagley_Brian!53983.jpg?w=1100&ssl=1,Longmont,CO, 96577,http://www.ci.longmont.co.us,2021-11-02
Jacki Marsh,jacki.marsh@cityofloveland.org,970-962-2303,http://www.ci.loveland.co.us/index.aspx?page=75,https://i2.wp.com/secure.usmayors.org/mayorphotos/Marsh_Jacki!53984.jpg?w=1100&ssl=1,Loveland,CO, 77446,http://www.ci.loveland.co.us,2021-11-02
Patrick Quinn,pquinn@broomfieldcitycouncil.org,303-623-1580,https://www.broomfield.org/3035/Mayor-Pat-Quinn,https://i1.wp.com/secure.usmayors.org/mayorphotos/Quinn_Patrick!54818.jpg?w=1100&ssl=1,Broomfield,CO, 69267,http://www.ci.broomfield.co.us,2021-11-02
Jason Gray,jgray@crgov.com,303-663-4401,http://crgov.com/directory.aspx?eid=22,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gray_Jason!54488.jpg?w=1100&ssl=1,Castle Rock,CO, 64827,http://crgov.com,2020-11-03
Duke Wortmann,dukew@gjcity.org,970-244-1501,http://www.gjcity.org/city-government/city-councilmembers-bios/councilmember-duke-wortmann/,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00002oIc7p.jpg?w=1100&ssl=1,Grand Junction,CO, 63374,http://www.gjcity.org,2021-05-04
Benjamin Huseman,bhuseman@c3gov.com,303-219-0510,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Huseman_Benjamin!54809.jpg?w=1100&ssl=1,Commerce City,CO, 58449,http://www.ci.commerce-city.co.us,2023-11-07
Mike Waid,mwaid@parkeronline.org,303-841-0353,http://parkeronline.org/directory.aspx?EID=10,https://i2.wp.com/secure.usmayors.org/mayorphotos/Waid_Mike!3431.JPG?w=1100&ssl=1,Parker,CO, 55636,http://parkeronline.org,2020-11-03
Jerry Valdes,lccjv@littletongov.org,720-224-1314,https://www.littletongov.org/connect-with-us/city-leadership/city-council-members/jerry-valdes,https://i0.wp.com/secure.usmayors.org/mayorphotos/Valdes_Jerry!54855.jpg?w=1100&ssl=1,Littleton,CO, 48007,http://www.littletongov.org,2021-11-02
Greg Mills,gmills@brightonco.gov,303-655-2268,https://www.brightonco.gov/1195/Greg-Mills,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002jHo1k.jpg?w=1100&ssl=1,Brighton,CO, 41254,http://www.brightonco.gov,2021-11-02
Meredith Leighty,mleighty@northglenn.org,303-450-8755,https://www.northglenn.org/government/city_council/meredith_leighty.php,https://i2.wp.com/secure.usmayors.org/mayorphotos/Leighty_Meredith!54766.jpg?w=1100&ssl=1,Northglenn,CO, 39010,http://www.northglenn.org,2021-11-02
Linda Olson,lolson@englewoodco.gov,720-315-3915,https://www.englewoodco.gov/inside-city-hall/city-council/linda-olson-district-2,https://i2.wp.com/secure.usmayors.org/mayorphotos/Olson_Linda!54854.jpg?w=1100&ssl=1,Englewood,CO, 34690,http://www.englewoodgov.org,2021-11-02
Bud Starker,bstarker@ci.wheatridge.co.us,303-235-2800,http://www.ci.wheatridge.co.us/88/Mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Starker_Bud!53986.jpg?w=1100&ssl=1,Wheat Ridge,CO, 31400,http://www.ci.wheatridge.co.us,2021-11-02
Laura Weinberg,lweinberg@cityofgolden.net,303-241-9823,https://www.cityofgolden.net/government/city-council/council-members-commentaries/,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N000034904a.jpg?w=1100&ssl=1,Golden,CO, 21254,https://www.cityofgolden.net/,2020-10-19
Jose Gurrola,jgurrola@arvin.org,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Arvin,CO, 19304,https://www.arvin.org,2020-10-19
Clint Folsom,clintf@superiorcolorado.gov,,,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N000034935q.jpg?w=1100&ssl=1,Superior,CO, 13175,https://www.superiorcolorado.gov/,2020-10-19
Kristopher Larsen,kristopherl@nederlandco.org,,,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N000034939J.jpg?w=1100&ssl=1,Nederland,CO, 1547,https://nederlandco.org/,2020-10-19
Kevin Burns,kevinburns@townofdillon.com,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Dillon,CO, 961,http://www.townofdillon.com,2020-10-19
Joe Ganim,joseph.ganim@bridgeportct.gov,203-576-7201,https://www.bridgeportct.gov/mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg6wAAD.jpg?w=1100&ssl=1,Bridgeport,CT, 144900,http://www.bridgeportct.gov,2023-11-07
Justin Elicker,smatteson@newhavenct.gov,203-946-8200,https://www.newhavenct.gov/gov/depts/mayor/meet.htm,https://i2.wp.com/secure.usmayors.org/mayorphotos/Elicker_Justin!54798.jpg?w=1100&ssl=1,New Haven,CT, 130418,http://www.cityofnewhaven.com,2021-11-02
David Martin,mayormartin@stamfordct.gov,203-977-4150,http://www.stamfordct.gov/office-of-the-mayor/pages/about-mayor-david-martin,https://i1.wp.com/secure.usmayors.org/mayorphotos/Martin_David!1124.jpg?w=1100&ssl=1,Stamford,CT, 129775,http://StamfordCT.gov,2021-11-02
Luke Bronin,luke.bronin@hartford.gov,860-757-9500,http://www.hartford.gov/mayors-office,https://i2.wp.com/secure.usmayors.org/mayorphotos/Bronin_Luke!490.JPG?w=1100&ssl=1,Hartford,CT, 122587,http://www.hartford.gov,2023-11-07
Neil M. O'Leary,mluddy@waterburyct.org,203-574-6712,http://www.waterburyct.org/mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgLHAA1.jpg?w=1100&ssl=1,Waterbury,CT, 108093,http://www.waterburyct.org,2023-11-07
Harry Rilling,hrilling@norwalkct.org,203-854-7701,http://www.norwalkct.org/index.aspx?NID=1138,https://i0.wp.com/secure.usmayors.org/mayorphotos/Rilling_Harry!843.jpg?w=1100&ssl=1,Norwalk,CT, 89047,http://www.norwalkct.org,2021-11-02
Mark D. Boughton,e.etcheto@danbury-ct.gov,203-797-4511,https://www.danbury-ct.gov/government/mayor/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Boughton_Mark!269.jpg?w=1100&ssl=1,Danbury,CT, 84730,http://www.ci.danbury.ct.us,2021-11-02
Erin E. Stewart,mayor@newbritainct.gov,860-826-3303,http://www.newbritainct.gov/index.php/government/mayors-office/mayor-erin-stewart-s-welcome.html?id=249,https://i0.wp.com/secure.usmayors.org/mayorphotos/Stewart_Erin!802.JPG?w=1100&ssl=1,New Britain,CT, 72453,http://www.newbritainct.gov/,2021-11-02
Shari Cantor,mayor@westhartfordct.gov,860-561-7500,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Cantor_Shari!53144.jpg?w=1100&ssl=1,West Hartford,CT, 62939,http://www.west-hartford.com,2021-11-02
Peter Tesei,ptesei@greenwichct.org,203-622-7700,http://www.greenwichct.org/FirstSelectman/fsBiography.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Tesei_Peter!466.jpg?w=1100&ssl=1,Greenwich,CT, 62368,http://www.greenwichct.org,2019-11-05
Curt Balzano Leng,cleng@hamden.com,203-287-7100,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Leng_Curt!478.jpg?w=1100&ssl=1,Hamden,CT, 60940,http://www.hamden.com,2021-11-02
Ellen A. Zoppo Sassu,mayorsoffice@ci.bristol.ct.us,860-584-6250,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Zoppo_Ellen!53981.jpg?w=1100&ssl=1,Bristol,CT, 60032,http://www.ci.bristol.ct.us,2021-11-02
Kevin M. Scarpati,kscarpati@meridenct.gov,203-630-4125,http://www.cityofmeriden.org/Content/Office_of_Mayor/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Scarpati_Kevin!729.jpg?w=1100&ssl=1,Meriden,CT, 59540,http://www.cityofmeriden.org,2021-11-02
Jay Moran,jmoran@manchesterct.gov,860-647-3130,http://bod.townofmanchester.org/NewBOD/assets/File/Jay%20Moran%20Bio.pdf,https://i0.wp.com/secure.usmayors.org/mayorphotos/Moran_Jay!687.JPG?w=1100&ssl=1,Manchester,CT, 57699,http://www.townofmanchester.org,2021-11-02
Michael C. Tetreau,firstselectmanffld@town.fairfield.ct.us,203-256-3030,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Tetreau_Michael!375.JPG?w=1100&ssl=1,Fairfield,CT, 57578,http://www.fairfieldct.org,2019-11-05
Nancy R. Rossi,nrossi@westhaven-ct.gov,203-937-3510,http://www.cityofwesthaven.com/171/Mayors-Office,https://i2.wp.com/secure.usmayors.org/mayorphotos/Rossi_Nancy!53989.jpg?w=1100&ssl=1,West Haven,CT, 54879,http://www.cityofwesthaven.com,2021-11-02
Benjamin G. Blake,mayor@ci.milford.ct.us,203-783-3201,http://www.ci.milford.ct.us/mayors-office,https://i2.wp.com/secure.usmayors.org/mayorphotos/Blake_Benjamin!747.JPG?w=1100&ssl=1,Milford,CT, 53120,http://www.ci.milford.ct.us,2021-11-02
Laura Hoydick,lhoydick@townofstratford.com,203-385-4001,http://www.townofstratford.com/content/39832/42778/42819.aspx,https://i2.wp.com/secure.usmayors.org/mayorphotos/Hoydick_Laura!53954.jpg?w=1100&ssl=1,Stratford,CT, 51967,http://www.townofstratford.com,2021-11-02
Marcia A. Leclerc,mleclerc@easthartfordct.gov,860-291-7200,http://www.easthartfordct.gov/sites/ehartfordct/files/file/file/mayor_bio.pdf,https://i0.wp.com/secure.usmayors.org/mayorphotos/Leclerc_Marcia!320.JPG?w=1100&ssl=1,East Hartford,CT, 49998,http://www.easthartfordct.gov,2021-11-02
Benjamin D. Florsheim,mayor@middletownct.gov,860-638-4801,https://www.benflorsheim.com/about-ben,https://i0.wp.com/secure.usmayors.org/mayorphotos/Florsheim_Benjamin!54770.jpg?w=1100&ssl=1,Middletown,CT, 46146,http://www.cityofmiddletown.com,2023-11-07
William Dickinson Jr.,towngov@wallingfordct.gov,203-294-2070,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Dickinson_William!1216.jpg?w=1100&ssl=1,Wallingford,CT, 44535,http://www.town.wallingford.ct.us,2021-11-02
Michael Ludwick,mludwick@enfield.org,860-869-5933,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Ludwick_Michael!54016.jpg?w=1100&ssl=1,Enfield,CT, 44466,http://www.enfield-ct.gov/,2021-12-01
Christopher J. Palmieri,cpalmieri@southington.org,860-628-4115,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Palmieri_Christopher!54020.jpg?w=1100&ssl=1,Southington,CT, 42534,http://www.southington.org,2019-12-01
Mark A. Lauretti,shelton01@cityofshelton.org,203-924-1555,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Lauretti_Mark!1085.jpg?w=1100&ssl=1,Shelton,CT, 41097,http://www.cityofshelton.org,2021-11-02
Peter Albert Nystrom,pnystrom@cityofnorwich.org,860-823-3742,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Nystrom_Peter!53987.jpg?w=1100&ssl=1,Norwich,CT, 39136,http://www.norwichct.org,2021-11-02
Patrice Granatosky,pgranatosky@groton-ct.gov,860-449-8789,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Granatosky_Patrice!54019.jpg?w=1100&ssl=1,Groton,CT, 38692,http://www.groton-ct.gov,2021-12-01
Vicki A. Tesoro,firstselectman@trumbull-ct.gov,203-452-5005,http://www.trumbull-ct.gov/filestorage/7112/7176/Biography-First_Selectman_Vicki_A._Tesoro.pdf,https://i0.wp.com/secure.usmayors.org/mayorphotos/Tesoro_Vicki!53988.jpg?w=1100&ssl=1,Trumbull,CT, 36018,http://www.trumbullct.com,2019-11-05
Elinor Carbone,elinor_carbone@torringtonct.org,860-489-2228,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Carbone_Elinor!1170.jpg?w=1100&ssl=1,Torrington,CT, 34228,http://www.torringtonct.org,2021-11-02
N 'Pete' Warren Hess III,nwhess@naugatuck-ct.gov,203-720-7007,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Hess_Warren!798.jpg?w=1100&ssl=1,Naugatuck,CT, 31288,http://www.naugatuck-ct.gov,2021-11-02
Roy Zartarian,rzartarian@newingtonct.gov,860-665-0824,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Zartarian_Roy!3420.JPG?w=1100&ssl=1,Newington,CT, 30112,http://newingtonct.gov,2021-11-02
Daniel A. Champagne,dchampagne@vernon-ct.gov,860-870-3600,http://www.vernon-ct.gov/files/MAYOR%20DANIEL%20A%20CHAMPAGNE%20-Biography1.pdf,https://i2.wp.com/secure.usmayors.org/mayorphotos/Champagne_Daniel!2948.JPG?w=1100&ssl=1,Vernon,CT, 29303,http://vernon-ct.gov,2021-11-02
Jim Marpe,jmarpe@westportct.gov,,,https://i0.wp.com/community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg?w=1100&ssl=1,Westport,CT, 26391,http://www.westportct.gov,2020-10-19
Thomas G. Dunn,tdunn@wolcottct.org,203-879-8100,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Dunn_Thomas!3188.JPG?w=1100&ssl=1,Wolcott,CT, 16672,https://wolcottct.org,2020-10-19
Muriel Bowser,tomas.talamante@dc.gov,202-727-6300,http://mayor.dc.gov/biography/muriel-bowser,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgLFAA1.jpg?w=1100&ssl=1,Washington,DC, 702455,http://www.dc.gov,2022-11-08
Michael S. Purzycki,mspurzycki@wilmingtonde.gov,302-576-2100,https://www.wilmingtonde.gov/government/office-of-the-mayor/about-mayor-purzycki,https://i1.wp.com/secure.usmayors.org/mayorphotos/Purzycki_Michael!53226.jpg?w=1100&ssl=1,Wilmington,DE, 70635,http://www.WilmingtonDE.gov,2020-11-03
Carolyn Kay Riggle,criggle@delawareohio.net,740-815-5876,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Riggle_Carolyn!3370.JPG?w=1100&ssl=1,Delaware,OH, 39930,http://delawareohio.net,2021-12-01
Robin R. Christiansen,rchristiansen@dover.de.us,302-736-7005,http://www.cityofdover.com/Mayor/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Christiansen_Robin!301.jpg?w=1100&ssl=1,Dover,DE, 38079,http://www.cityofdover.com,2023-04-18
Jerry Clifton,gjclifton@verizon.net,302-368-2561-x112,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Clifton_Jerry!54682.jpg?w=1100&ssl=1,Newark,DE, 33673,http://www.cityofnewarkde.us,2022-04-12
Diane Delaware,yazoocitymayor@yazoocityms.us,668-746-1401,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Delaware_Diane!3105.JPG?w=1100&ssl=1,Yazoo City,MS, 14550,,2002-04-02
Carlos A. Gimenez,cgimenez@miamidade.gov,305-375-5071,http://www.miamidade.gov/biographies/mayor.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gimenez_Carlos!735.JPG?w=1100&ssl=1,Miami-Dade,FL, 2496435,http://www.miamidade.gov,2020-08-25
Lenny Curry,mayorlennycurry@coj.net,904-630-1776,http://www.coj.net/mayor.aspx,https://i0.wp.com/secure.usmayors.org/mayorphotos/Curry_Lenny!560.JPG?w=1100&ssl=1,Jacksonville,FL, 903889,http://www.coj.net,2023-03-14
Francis X. Suarez,fsuarez@miamigov.com,305-250-5300,https://www.miamigov.com/Government/City-Officials/Mayor-Francis-Suarez,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100001K0sz7AAB.jpg?w=1100&ssl=1,Miami,FL, 470914,http://www.miamigov.com,2021-11-02
Jane Castor,jane.castor@tampagov.net,813-274-8251,https://www.tampagov.net/mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00001nfWtsQAE.jpg?w=1100&ssl=1,Tampa,FL, 392890,http://www.ci.tampa.fl.us,2023-03-14
Buddy Dyer,buddy.dyer@cityoforlando.net,407-579-5952,http://www.cityoforlando.net/mayor/biography/,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgFwAAL.jpg?w=1100&ssl=1,Orlando,FL, 285713,http://www.cityoforlando.net,2023-11-07
Rick Kriseman,mayor@stpete.org,727-893-7201,http://www.stpete.org/mayor/mayorbio.asp,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgJvAAL.jpg?w=1100&ssl=1,St. Petersburg,FL, 265098,http://www.stpete.org,2021-11-02
Carlos A. Hernandez,mayorchernandez@hialeahfl.gov,305-883-5820,https://www.hialeahfl.gov/Directory.aspx?EID=6,https://i0.wp.com/secure.usmayors.org/mayorphotos/Hernandez_Carlos!506.JPG?w=1100&ssl=1,Hialeah,FL, 238942,http://www.hialeahfl.gov,2021-11-02
Gregory J. Oravec,mayor@cityofpsl.com,772-871-5159,https://www.cityofpsl.com/government/mayor-city-council/mayor-gregory-j-oravec,https://i1.wp.com/secure.usmayors.org/mayorphotos/Oravec_Greg!945.JPG?w=1100&ssl=1,Port St. Lucie,FL, 195248,http://www.cityofpsl.com,2022-08-23
John E. Dailey,mayor@talgov.com,850-891-2000,http://www.talgov.com/cityleadership/dailey.aspx,https://i2.wp.com/secure.usmayors.org/mayorphotos/Dailey_John!54471.jpg?w=1100&ssl=1,Tallahassee,FL, 193551,http://www.talgov.com,2022-11-08
Joe Coviello,jcoviell@capecoral.net,239-574-0436,http://www.capecoral.net/government/city_government/mayor/index.php#.Wk67qlWnGUl,https://i0.wp.com/secure.usmayors.org/mayorphotos/Coviello_Joe!53964.jpg?w=1100&ssl=1,Cape Coral,FL, 189343,http://www.capecoral.net,2021-11-02
Dean J. Trantalis,dtrantalis@fortlauderdale.gov,954-828-5003,http://www.fortlauderdale.gov/government/city-commission/commissioner-dean-trantalis/about-dean,https://i1.wp.com/secure.usmayors.org/mayorphotos/Trantalis_Dean!54247.jpg?w=1100&ssl=1,Fort Lauderdale,FL, 182595,http://www.fortlauderdale.gov,2021-03-09
Frank C. Ortis,fortis@ppines.com,954-435-6505,http://www.ppines.com/index.aspx?NID=160,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgGKAA1.jpg?w=1100&ssl=1,Pembroke Pines,FL, 172374,http://www.ppines.com,2024-03-12
Josh Levy,jlevy@hollywoodfl.org,954-921-3321,http://www.hollywoodfl.org/1073/Mayor-Josh-Levy,https://i1.wp.com/secure.usmayors.org/mayorphotos/Levy_Josh!53446.jpg?w=1100&ssl=1,Hollywood,FL, 154823,http://www.hollywoodfl.org,2020-11-03
Wayne M. Messam,wmessam@miramarfl.gov,954-602-3151,http://miramarfl.gov/1118/About-the-Mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Messam_Wayne!754.JPG?w=1100&ssl=1,Miramar,FL, 140823,http://www.miramafl.gov,2023-03-14
Lauren Poe,mayor@cityofgainesville.org,352-334-5015,http://www.cityofgainesville.org/CityCommission/CityCommission/MayorLaurenPoe.aspx,https://i0.wp.com/secure.usmayors.org/mayorphotos/Poe_Lauren!53026.jpg?w=1100&ssl=1,Gainesville,FL, 133857,http://www.cityofgainesville.org,2022-03-15
Scott Brook,sbrook@coralsprings.org,954-344-5911,https://www.coralsprings.org/government/city-commission/your-representatives/mayor-seat-1,https://i0.wp.com/secure.usmayors.org/mayorphotos/Brook_Scott!54695.jpg?w=1100&ssl=1,Coral Springs,FL, 133507,http://www.coralsprings.org,2020-11-03
Frank Hibbard,frank.hibbard@myclearwater.com,727-562-4042,https://www.myclearwater.com/government/city-departments/city-council-and-mayor/mayor-2290,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002iJI1z.jpg?w=1100&ssl=1,Clearwater,FL, 116478,http://www.MyClearwater.com,2024-03-12
William Capote,mayor@palmbayflorida.org,321-952-3414,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Capote_William!881.jpg?w=1100&ssl=1,Palm Bay,FL, 114194,http://www.palmbayflorida.org,2020-08-18
Oliver G. Gilbert III,ogilbert@miamigardens-fl.gov,305-914-9170,https://www.miamigardens-fl.gov/270/Oliver-G-Gilbert-III,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg46AAD.jpg?w=1100&ssl=1,Miami Gardens,FL, 113069,http://www.miamigardens-fl.gov,2020-08-18
Rex Hardin,rex.hardin@copbfl.com,954-786-4623,http://pompanobeachfl.gov/pages/commission_mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Hardin_Rex!54448.jpg?w=1100&ssl=1,Pompano Beach,FL, 111954,http://www.pompanobeachfl.gov,2020-11-03
Keith A. James,kjames@wpb.org,561-822-1400,"https://www.wpb.org/our-city/mayor-s-office/mayor-s-bio#:~:text=Keith%20James%20was%20elected%20Mayor,Beach%20on%20March%2012%2C%202019.&text=Mayor%20James%20is%20the%20City",https://i2.wp.com/secure.usmayors.org/mayorphotos/James_Keith!54679.jpg?w=1100&ssl=1,West Palm Beach,FL, 111398,http://www.wpb.org,2023-03-14
H 'Bill' William Mutz,bill.mutz@lakelandgov.net,863-834-6005,http://www.lakelandgov.net/government/mayor-city-commission/mayor-bill-mutz/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Mutz_William!53990.jpg?w=1100&ssl=1,Lakeland,FL, 110516,http://www.lakelandgov.net,2021-11-02
Judith 'Judy' Paul,jpaul@davie-fl.gov,954-797-1030,http://www.davie-fl.gov/Gen/DavieFL_Admnstratn/CouncilDistricts/mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/Paul_Judy!275.jpg?w=1100&ssl=1,Davie,FL, 106558,http://www.davie-fl.gov,2021-11-02
Scott Singer,ssinger@myboca.us,561-393-7708,https://www.myboca.us/772/Mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Singer_Scott!54425.jpg?w=1100&ssl=1,Boca Raton,FL, 99244,https://www.myboca.us,2022-03-15
Michael J. Ryan,mryan@sunrisefl.gov,954-746-3250,http://www.sunrisefl.gov/index.aspx?page=76,https://i1.wp.com/secure.usmayors.org/mayorphotos/Ryan_Michael!1140.JPG?w=1100&ssl=1,Sunrise,FL, 95458,http://www.sunrisefl.gov,2020-11-03
Lynn Stoner,mayor@plantation.org,954-797-2221,http://www.plantation.org/City-Government/Mayor/mayors-biography.html,https://i0.wp.com/secure.usmayors.org/mayorphotos/Stoner_Lynn!54670.jpg?w=1100&ssl=1,Plantation,FL, 94288,http://www.plantation.org,2020-11-03
Heidi K. Herzberg,hherzberg@deltonafl.gov,386-878-8860,https://www.deltonafl.gov/people/heidi-k-herzberg,https://i1.wp.com/secure.usmayors.org/mayorphotos/Herzberg_Heidi!54521.jpg?w=1100&ssl=1,Deltona,FL, 91951,https://www.deltonafl.gov,2022-11-08
Dan Gelber,dangelber@miamibeachfl.gov,305-673-7030,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4225,https://i1.wp.com/secure.usmayors.org/mayorphotos/Gelber_Dan!53991.jpg?w=1100&ssl=1,Miami Beach,FL, 91718,http://web.miamibeachfl.gov,2021-11-02
